Ligand,SMILES,MMGBSA_5,MMGBSA_7,Energy,CNNaffinity,log Kp (cm/s),#H-bond donors,10nM score no_adme,MMPBSA,MMGBSA_2,MMGBSA_8,CNNscore,CNN_VS,CNNaffinity_variance,XLOGP3,Veber #violations,MLOGP,Silicos-IT LogSw,PAINS #alerts,Ali Solubility (mg/ml),Brenk #alerts,Silicos-IT Solubility (mg/ml),#Heavy atoms,Ali Log S,#Aromatic heavy atoms,Synthetic Accessibility,Silicos-IT Solubility (mol/l),#H-bond acceptors,Fraction Csp3,Bioavailability Score,MW,ESOL Solubility (mg/ml),ESOL Solubility (mol/l),Silicos-IT Log P,Ali Solubility (mol/l),Egan #violations,Muegge #violations,TPSA,MR,Leadlikeness #violations,Consensus Log P,ESOL Log S,#Rotatable bonds,iLOGP,WLOGP,Ghose #violations,Lipinski #violations
Z5112204108,O=C1CC[C@H](N2Cc3c(cccc3-c3cn(-c4ccnc5ccccc45)nn3)C2=O)C(=O)N1,-33.8714,-30.4983,-12.03175,7.3648033142,-7.88,1.0,0.6054328518237029,-14.7093,-32.493,-28.5202,0.9125677347,6.7208819389,0.1110252142,1.54,0.0,2.06,-7.03,0.0,0.152,1.0,4.14e-05,33.0,-3.46,21.0,3.78,9.44e-08,6.0,0.17,0.55,438.44,0.0693,0.000158,2.16,0.000346,0.0,0.0,110.08,126.18,1.0,1.87,-3.8,3.0,2.28,1.33,0.0,0.0
Z5232497147,Cc1ccc(C)c(CN(C(=O)c2cccc(NC(=O)C3CC3)c2)c2ccc3c(c2)CCC(=O)N3)c1,-42.2126,-38.7374,-12.60323,7.2857069969,-6.35,2.0,0.6051266458048629,-24.3261,-39.3832,-35.1953,0.8011419773,5.8368859291,0.1817422509,3.94,0.0,3.81,-9.12,0.0,0.00241,0.0,3.52e-07,35.0,-5.29,18.0,3.22,7.53e-10,3.0,0.28,0.55,467.56,0.00395,8.44e-06,5.28,5.15e-06,0.0,0.0,78.51,141.89,3.0,4.18,-5.07,8.0,3.46,4.41,1.0,0.0
Z1870846256,O=C(Cc1n[nH]c(=O)c2ccccc12)N1CC2(CCCC2)c2cccc(F)c21,-41.4298,-37.046,-12.29846,7.2820739746,-5.97,1.0,0.5972900755031487,-30.0646,-39.0727,-31.9128,0.8968693614,6.5310688019,0.0834474638,3.71,0.0,3.95,-7.31,0.0,0.00614,0.0,1.85e-05,28.0,-4.79,16.0,3.43,4.9e-08,4.0,0.32,0.55,377.41,0.00683,1.81e-05,4.77,1.63e-05,0.0,0.0,66.06,108.81,2.0,3.68,-4.74,3.0,2.49,3.5,0.0,0.0
Z8174599508,O=C(NCC(F)F)N1CCN(C(=O)c2cc(Cc3n[nH]c(=O)c4ccccc34)ccc2F)CC1,-54.1673,-50.685,-12.75904,7.513586998,-7.68,2.0,0.5943950508459229,-35.702,-51.1722,-49.2255,0.9615035653,7.2243409157,0.032801792,2.13,0.0,3.12,-7.03,0.0,0.0704,0.0,4.42e-05,34.0,-3.83,16.0,3.34,9.33e-08,7.0,0.3,0.55,473.45,0.0547,0.000115,3.75,0.000149,0.0,0.0,98.4,125.81,2.0,2.91,-3.94,8.0,2.7,2.88,0.0,0.0
Z4924292303,O=C(CCn1c(=O)[nH]c(=O)c2ccccc21)Nc1ccc(NS(=O)(=O)c2cc(Cl)ccc2Cl)cc1,-56.0566,-48.8136,-12.04027,7.4020371437,-7.27,3.0,0.5913229671667921,-36.6644,-51.873,-44.7001,0.8138347268,6.024034977,0.2149673998,3.21,0.0,3.17,-9.15,0.0,0.000863,0.0,3.75e-07,35.0,-5.79,22.0,3.24,7.03e-10,5.0,0.09,0.55,533.38,0.00417,7.83e-06,3.45,1.62e-06,1.0,0.0,138.51,135.87,2.0,3.37,-5.11,8.0,2.48,4.53,2.0,1.0
Z56855879,O=C1COc2ccc(C(=O)COC(=O)c3cc(NS(=O)(=O)c4cccc([N+](=O)[O-])c4)ccc3O)cc2N1,-59.97,-51.6729,-12.31245,7.2174453735,-7.61,3.0,0.5869768576138203,-37.6826,-53.7422,-49.5047,0.8755222559,6.3190340996,0.2855122387,2.69,1.0,-0.12,-6.28,1.0,0.000135,3.0,0.000278,37.0,-6.59,18.0,3.5,5.27e-07,10.0,0.09,0.17,527.46,0.0142,2.69e-05,-0.26,2.56e-07,1.0,1.0,202.3,132.21,2.0,1.22,-4.57,9.0,0.99,2.79,2.0,2.0
Z8264702924,N[C@H]1C[C@H](NC(=O)c2cc(Cc3n[nH]c(=O)c4ccccc34)ccc2F)C12CCOCC2,-58.4498,-57.0508,-13.6039,7.4765791893,-7.71,3.0,0.5840272514073073,-46.0049,-53.8645,-42.9756,0.9015979767,6.7408685684,0.052004844,1.77,0.0,2.76,-7.45,0.0,0.0871,0.0,1.54e-05,32.0,-3.7,16.0,4.5,3.52e-08,6.0,0.38,0.55,436.48,0.0868,0.000199,4.04,0.0002,0.0,0.0,110.1,117.72,1.0,2.72,-3.7,5.0,2.36,2.7,0.0,0.0
Z8377997244,Nc1ccc(-c2cn(CC(=O)Nc3cccc4c3C(=O)N([C@H]3CCC(=O)NC3=O)C4=O)nn2)cc1,-33.8896,-29.1635,-11.61814,7.3575959206,-8.88,3.0,0.5838461316207584,-18.8977,-32.691,-29.439,0.8013020158,5.8956565857,0.2246863395,0.43,1.0,1.08,-5.62,0.0,0.132,2.0,0.00113,35.0,-3.55,17.0,3.83,2.39e-06,7.0,0.17,0.55,473.44,0.463,0.000978,0.26,0.000279,1.0,1.0,169.38,129.47,1.0,0.58,-3.01,6.0,1.53,-0.38,0.0,1.0
Z145386636,CN(Cc1nc2ccccc2c(=O)[nH]1)C(=O)c1ccc2c(=O)n3c(nc2c1)CCCCCC3,-47.4551,-43.7597,-12.5386,7.3955168724,-7.48,1.0,0.5802054551135166,-33.316,-45.9122,-39.0771,0.8304256201,6.1414265633,0.1742777377,2.15,0.0,3.17,-7.39,0.0,0.0556,0.0,1.8e-05,33.0,-3.9,20.0,3.25,4.06e-08,5.0,0.32,0.55,443.5,0.033,7.44e-05,3.79,0.000125,0.0,0.0,100.95,127.65,1.0,2.89,-4.13,4.0,2.47,2.87,0.0,0.0
Z144960474,O=C(CCn1ncc(=O)c2ccccc21)Nc1cccc(-c2nnc3n2CCCCC3)c1,-43.6902,-40.3628,-12.36424,7.4248247147,-7.15,1.0,0.5737845077112906,-15.0182,-41.7084,-34.3071,0.8105207682,6.0179748535,0.0299267266,2.48,0.0,2.5,-7.18,0.0,0.033,0.0,2.84e-05,32.0,-4.11,21.0,3.58,6.64e-08,5.0,0.29,0.55,428.49,0.0304,7.1e-05,2.87,7.7e-05,0.0,0.0,94.7,123.46,1.0,2.81,-4.15,6.0,2.97,3.22,0.0,0.0
Z95871015,Cc1ccc(C)c(N2C(=O)c3ccc(C(=O)N4CCC(c5nnc6ccccn56)CC4)cc3C2=O)c1,-46.6452,-41.9051,-12.36961,7.3051452637,-6.26,0.0,0.573469692028596,-27.9204,-43.5438,-39.6948,0.8793381453,6.4236927032,0.0793226808,4.17,0.0,3.51,-7.47,0.0,0.000906,1.0,1.61e-05,36.0,-5.72,21.0,3.41,3.36e-08,5.0,0.25,0.55,479.53,0.00118,2.47e-06,3.4,1.89e-06,0.0,0.0,87.88,142.04,2.0,3.58,-5.61,4.0,3.43,3.4,1.0,0.0
Z88992745,C[C@H]1CC(=O)Nc2ccccc2N1C(=O)CN1CCN(S(=O)(=O)c2ccc3ccccc3c2)CC1,-44.9135,-40.7369,-12.52267,7.2544226646,-7.51,1.0,0.5698847163722637,-19.7577,-38.8792,-33.6591,0.8116528988,5.8880729675,0.0700411052,2.53,0.0,1.73,-6.74,0.0,0.0281,0.0,8.88e-05,35.0,-4.24,16.0,4.07,1.8e-07,6.0,0.31,0.55,492.59,0.0157,3.19e-05,1.54,5.71e-05,0.0,0.0,98.41,149.39,1.0,2.28,-4.5,5.0,3.34,2.28,2.0,0.0
Z55882091,O=C(O)c1ccc2c(=O)n(Cc3ccccc3)c(SCc3nc4ccccc4c(=O)[nH]3)nc2c1,-59.9481,-55.2204,-12.5337,7.5749139786,-6.8,2.0,0.567783535533188,-42.6769,-56.4983,-43.9024,0.9781315327,7.4092621803,0.1164436564,3.34,1.0,3.38,-8.43,0.0,0.000444,0.0,1.75e-06,34.0,-6.03,26.0,3.26,3.72e-09,6.0,0.08,0.56,470.5,0.00438,9.31e-06,4.37,9.44e-07,1.0,0.0,143.24,130.84,1.0,3.49,-5.03,6.0,2.82,3.52,1.0,0.0
Z154340778,C[C@@]1(c2ccc(F)c(F)c2)NC(=O)N(CC(=O)N2CCC[C@@H]2c2ccc3c(c2)OCCCO3)C1=O,-43.9873,-39.1055,-12.19564,7.2924203873,-7.25,1.0,0.5663537147260996,-14.9801,-42.1502,-36.0818,0.8332566023,6.0764575005,0.0953874961,2.84,0.0,2.65,-6.56,0.0,0.0217,1.0,0.000133,35.0,-4.35,12.0,4.2,2.74e-07,7.0,0.4,0.55,485.48,0.0133,2.74e-05,3.66,4.47e-05,0.0,0.0,88.18,131.73,1.0,3.08,-4.56,5.0,3.71,2.52,2.0,0.0
Z297582450,CN(Cc1nc(-c2ccccc2)c2ccccc2n1)Cc1nc2ccccc2c(=O)[nH]1,-36.656,-32.8828,-11.93036,7.3822846413,-6.25,1.0,0.5657702947287528,-13.8118,-33.1431,-19.7542,0.912016809,6.7327675819,0.0605459027,3.57,0.0,2.94,-9.65,0.0,0.00608,0.0,9.14e-08,31.0,-4.83,26.0,3.06,2.24e-10,5.0,0.12,0.55,407.47,0.00506,1.24e-05,4.89,1.49e-05,0.0,0.0,74.77,122.86,2.0,3.77,-4.91,5.0,3.6,3.86,0.0,0.0
Z15781528,NS(=O)(=O)c1ccc(NC(=O)COC(=O)CSc2ccc3c4c(cccc24)C(=O)c2ccccc2-3)cc1,-48.3822,-39.5927,-11.287,7.3252310753,-6.56,2.0,0.5640194538102162,-25.005,-43.5361,-37.4458,0.881067872,6.4540257454,0.475445509,4.21,1.0,2.06,-9.23,0.0,2.06e-05,0.0,3.16e-07,37.0,-7.41,22.0,3.75,5.93e-10,7.0,0.07,0.55,532.59,0.00122,2.29e-06,3.81,3.87e-08,1.0,1.0,166.31,140.26,3.0,3.34,-5.64,9.0,1.75,4.86,2.0,1.0
Z212153758,O=C(COc1ccc2oc3c(c2c1)CCCC3)N(Cc1ccccc1)Cc1nc2ccccc2c(=O)[nH]1,-61.4672,-56.3126,-12.67915,7.471072197,-5.73,1.0,0.5588561875331386,-39.7357,-58.8333,-47.0105,0.9386034608,7.0123744011,0.1889680326,5.04,0.0,3.37,-10.34,0.0,0.000114,0.0,2.28e-08,37.0,-6.64,25.0,3.84,4.61e-11,5.0,0.23,0.55,493.55,0.000443,8.97e-07,6.11,2.3e-07,0.0,1.0,88.43,142.55,3.0,4.71,-6.05,8.0,4.19,4.85,2.0,0.0
Z5009879587,O=C1c2cccc(Cl)c2CCN1CCN1C(=O)CCN(C[C@@H]2C[C@H]3CC[C@@H](C2)S3(=O)=O)C1=O,-42.039,-37.5752,-11.72177,7.5277228355,-8.05,0.0,0.5586563568685975,-15.4969,-38.0219,-32.8561,0.8027933836,6.0432062149,0.0659453198,1.78,0.0,2.19,-4.84,0.0,0.133,0.0,0.00709,33.0,-3.57,6.0,5.21,1.44e-05,5.0,0.61,0.55,494.0,0.0733,0.000148,2.02,0.000269,0.0,0.0,103.45,135.64,1.0,2.22,-3.83,5.0,2.84,2.29,2.0,0.0
Z5456517807,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CC[C@@H](F)[C@@H](O)C1,-49.4064,-45.9307,-12.5652,7.4276208878,-7.25,2.0,0.5519499435348826,-33.6918,-46.481,-37.616,0.9819231629,7.2933530807,0.0345162675,2.1,0.0,3.03,-6.28,0.0,0.115,0.0,0.000212,29.0,-3.54,16.0,3.64,5.31e-07,6.0,0.29,0.55,399.39,0.0658,0.000165,3.9,0.000287,0.0,0.0,86.29,107.11,1.0,2.75,-3.78,4.0,2.05,2.66,0.0,0.0
Z226329552,C[C@@H]1Oc2c(C(=O)N(Cc3ccccc3)Cc3nc4ccccc4c(=O)[nH]3)cccc2[C@H]1C,-37.7603,-34.9519,-11.99522,7.4939279556,-6.04,1.0,0.5511938509761495,-13.1871,-36.3324,-27.8464,0.9799563289,7.3437223434,0.1836194992,4.14,0.0,3.72,-8.85,0.0,0.00164,0.0,6.15e-07,33.0,-5.43,22.0,4.02,1.4e-09,4.0,0.22,0.55,439.51,0.00236,5.36e-06,5.13,3.73e-06,0.0,0.0,75.29,128.19,2.0,4.23,-5.27,6.0,3.82,4.35,0.0,0.0
Z287235050,C[C@@]1(c2cccc(-n3cnnn3)c2)NC(=O)N(C[C@@H](O)Cn2c3ccccc3c3ccccc32)C1=O,-42.6089,-37.3355,-12.09895,7.2265739441,-7.28,2.0,0.5487835671023329,-14.3121,-40.7063,-33.8753,0.9541938901,6.8955526352,0.1207530126,2.75,0.0,2.85,-6.93,0.0,0.00625,1.0,5.62e-05,36.0,-4.89,24.0,4.07,1.17e-07,6.0,0.19,0.55,481.51,0.0107,2.21e-05,1.49,1.3e-05,0.0,0.0,118.17,139.99,1.0,2.26,-4.66,6.0,2.51,1.73,2.0,0.0
Z5129523130,Cn1ncc2c(=O)[nH]c(C3CN(C(=O)[C@@H](Cc4ccccc4)N4Cc5ccccc5C4=O)C3)nc21,-47.8602,-41.9825,-11.95805,7.3478860855,-8.21,1.0,0.5429244749053423,-24.4876,-45.0637,-39.48,0.8325178623,6.1172466278,0.0902795792,1.33,0.0,2.47,-6.64,0.0,0.356,0.0,0.000108,35.0,-3.12,21.0,4.01,2.3e-07,5.0,0.27,0.55,468.51,0.11,0.000234,2.82,0.00076,0.0,0.0,104.19,137.17,1.0,2.14,-3.63,6.0,3.16,0.94,1.0,0.0
Z5637084480,FC(F)(F)c1cccc(-n2cc(-c3nc(-c4ccncc4)nn3-c3cnnc4ccccc34)nn2)c1,-41.712,-39.756,-12.32977,7.5374422073,-6.76,0.0,0.5420732900667548,-12.5066,-40.2486,-23.7508,0.8008908629,6.0366687775,0.2732782364,3.52,0.0,3.41,-9.03,0.0,0.0024,0.0,4.54e-07,36.0,-5.31,32.0,3.75,9.35e-10,10.0,0.04,0.55,485.42,0.00195,4.03e-06,3.15,4.95e-06,0.0,0.0,100.09,123.04,2.0,3.89,-5.4,5.0,3.66,5.69,2.0,0.0
Z4622601958,Cc1cccn2cc(-c3cccc(NC(=O)NCc4c[nH]c(=O)c5ccccc45)c3)nc12,-44.0521,-41.409,-12.39311,7.4640259743,-6.58,3.0,0.5352196018933006,-26.8912,-41.8859,-33.6726,0.8619558811,6.433660984,0.0984444991,3.25,0.0,2.92,-9.07,0.0,0.00611,0.0,3.56e-07,32.0,-4.84,25.0,3.25,8.41e-10,3.0,0.08,0.55,423.47,0.00854,2.02e-05,3.79,1.44e-05,0.0,0.0,91.29,125.71,1.0,3.44,-4.7,6.0,3.11,4.13,0.0,0.0
Z8277606792,O=C(N[C@@H](c1nnn[nH]1)C1CC1)c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F,-50.1045,-46.2697,-12.36879,7.4659552574,-7.49,3.0,0.5290653616803529,-32.3383,-47.1072,-35.5697,0.9012658596,6.7288107872,0.0241798349,1.93,0.0,3.22,-7.6,0.0,0.0226,0.0,1.05e-05,31.0,-4.27,21.0,3.62,2.51e-08,7.0,0.24,0.56,419.41,0.0845,0.000202,3.88,5.38e-05,0.0,0.0,129.31,109.3,1.0,2.48,-3.7,7.0,1.29,2.08,0.0,0.0
Z7746706319,C[C@@H]1Cc2cc(C(=O)N[C@@H]3CCC[C@H](NC(=O)c4n[nH]c5ccc(O)cc45)C3)ccc2O1,-59.7574,-53.4348,-12.67416,7.2219519615,-6.43,4.0,0.5259396695213696,-37.91,-57.0614,-45.9847,0.9709622264,7.0122423172,0.0667234138,3.55,0.0,2.03,-6.4,0.0,0.000912,0.0,0.000173,32.0,-5.68,15.0,4.03,3.99e-07,5.0,0.38,0.55,434.49,0.00826,1.9e-05,3.1,2.1e-06,0.0,0.0,116.34,119.7,2.0,2.83,-4.72,6.0,2.4,3.06,0.0,0.0
Z637359162,Cc1ccc(-n2nc(C(=O)[C@@H](C#N)c3nc4sc5c(c4c(=O)[nH]3)CCCC5)c3c2CCC3)cc1,-48.6547,-46.2009,-12.09442,7.751742363,-5.76,1.0,0.5245654956814598,-30.3409,-47.2378,-42.7165,0.8069996834,6.2556538582,0.2691016197,4.79,0.0,2.85,-7.82,0.0,2.31e-05,0.0,7.17e-06,34.0,-7.31,20.0,4.46,1.53e-08,5.0,0.35,0.55,469.56,0.000539,1.15e-06,6.65,4.92e-08,1.0,0.0,132.67,131.62,2.0,4.4,-5.94,4.0,3.39,4.34,1.0,0.0
Z212727826,O=C(Cn1c(=O)oc2ccccc21)N1CCN(Cc2nc3ccccc3c(=O)[nH]2)CC1,-45.9895,-40.5431,-12.18518,7.214117527,-8.03,1.0,0.5214180864617252,-27.2265,-42.5698,-35.898,0.9615296721,6.9365882874,0.0574949011,1.16,0.0,1.53,-5.8,0.0,0.473,0.0,0.000671,31.0,-2.95,19.0,3.68,1.6e-06,6.0,0.27,0.55,419.43,0.213,0.000507,2.15,0.00113,0.0,0.0,104.44,122.69,1.0,1.59,-3.29,5.0,2.86,0.26,0.0,0.0
Z8462127609,O=C(Nc1ccc2c(c1)CNC2)c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F,-43.2662,-40.392,-12.6906,7.2361907959,-7.06,3.0,0.5169822040035478,-21.0677,-39.9454,-28.5274,0.883452177,6.3928284645,0.0284918956,2.49,0.0,3.61,-9.47,0.0,0.0455,0.0,1.42e-07,31.0,-3.96,22.0,3.06,3.42e-10,5.0,0.12,0.55,414.43,0.0278,6.71e-05,5.19,0.00011,0.0,0.0,86.88,120.52,1.0,3.4,-4.17,5.0,2.66,3.05,0.0,0.0
Z8416285997,O=c1[nH]c(Cc2nc(C3(c4ccc5c(c4)OCCO5)CCCC3)no2)cc2ccccc12,-52.4899,-46.6333,-12.12712,7.3558988571,-5.68,1.0,0.5168789417860113,-38.13,-49.3971,-44.3254,0.8142154813,5.9892868996,0.1043620557,4.56,0.0,2.75,-8.82,0.0,0.000285,0.0,6.52e-07,32.0,-6.18,21.0,3.8,1.52e-09,6.0,0.32,0.55,429.47,0.00109,2.53e-06,5.73,6.64e-07,0.0,0.0,90.24,119.2,2.0,4.21,-5.6,4.0,3.87,4.13,0.0,0.0
Z194983402,Cc1cccc(NS(=O)(=O)c2cc(NC(=O)CCn3c(=O)[nH]c(=O)c4ccccc43)ccc2C)c1,-53.3877,-48.6709,-11.99818,7.6035470963,-7.39,3.0,0.5167403452423333,-22.3465,-48.996,-45.9486,0.9332011938,7.0956392288,0.0900696963,2.69,0.0,2.63,-8.74,0.0,0.00276,0.0,8.9e-07,35.0,-5.25,22.0,3.52,1.81e-09,5.0,0.16,0.55,492.55,0.0147,2.98e-05,3.22,5.61e-06,1.0,0.0,138.51,135.78,2.0,2.96,-4.53,8.0,2.43,3.84,2.0,0.0
Z3396334552,Cc1cccc(-n2ncc(NC(=O)NCC[C@@H]3CN(c4ncnc5[nH]ncc45)c4ccccc43)c2C)c1,-45.1061,-41.8738,-12.21759,7.4675102234,-6.61,3.0,0.5107760857836995,-30.4367,-40.9791,-37.9594,0.8245366216,6.1572356224,0.1103575453,3.8,0.0,3.22,-8.85,0.0,0.000561,0.0,6.94e-07,37.0,-5.94,26.0,4.23,1.41e-09,5.0,0.22,0.55,493.56,0.00255,5.17e-06,2.68,1.14e-06,0.0,0.0,116.65,145.61,3.0,3.41,-5.29,8.0,3.31,4.03,2.0,0.0
Z4924290373,O=C(CCn1c(=O)[nH]c(=O)c2ccccc21)Nc1ccc(NS(=O)(=O)c2cccc(F)c2F)cc1,-58.3437,-53.8348,-12.36186,7.5611505508,-7.82,3.0,0.5008681163226222,-34.1958,-52.8881,-44.7666,0.8752006292,6.6175236702,0.1781880558,2.16,0.0,2.96,-8.52,0.0,0.00995,0.0,1.52e-06,35.0,-4.7,22.0,3.23,3.03e-09,7.0,0.09,0.55,500.47,0.0287,5.74e-05,3.01,1.99e-05,1.0,0.0,138.51,125.76,2.0,2.97,-4.24,8.0,2.36,4.34,1.0,1.0
Z54340450,COc1ccccc1NS(=O)(=O)c1ccc2oc(SCC(=O)c3ccc4c(c3)NC(=O)CO4)nc2c1,-51.5439,-45.9728,-11.97368,7.4172577858,-7.04,2.0,0.4935289719121222,-25.2551,-46.8319,-42.3476,0.8223622441,6.0996727943,0.2327809781,3.47,1.0,0.94,-8.54,0.0,9.72e-05,0.0,1.51e-06,36.0,-6.73,21.0,3.81,2.88e-09,8.0,0.12,0.55,525.55,0.00341,6.48e-06,2.86,1.85e-07,1.0,1.0,170.51,135.87,2.0,2.93,-5.19,8.0,3.12,4.26,2.0,1.0
Z195081646,CN(Cc1cn(-c2ccccc2)nc1-c1ccccc1)C(=O)Cn1c(=O)[nH]c(=O)c2ccccc21,-53.0445,-47.2477,-12.15686,7.3261442184,-6.81,1.0,0.4878191089969322,-21.1263,-50.6955,-40.3683,0.8540412188,6.2568292618,0.145483166,3.28,0.0,3.25,-8.22,0.0,0.00576,0.0,2.79e-06,35.0,-4.91,27.0,3.51,6e-09,4.0,0.11,0.55,465.5,0.00584,1.25e-05,3.5,1.24e-05,0.0,0.0,92.99,134.65,1.0,3.3,-4.9,7.0,3.4,3.05,1.0,0.0
Z8485184626,O=C(c1ccc2[nH]nnc2c1)N1[C@@H]2CC[C@H]1C[C@H](n1cc(-c3ccc4[nH]ccc4c3)nn1)C2,-36.5901,-36.1493,-12.74168,7.3284044266,-6.92,2.0,0.48644170284007116,1.982,-35.4893,-27.3084,0.8234454989,6.0345416069,0.0515156463,2.89,0.0,2.77,-6.52,0.0,0.00654,0.0,0.000133,33.0,-4.83,23.0,4.9,3.03e-07,5.0,0.29,0.55,438.48,0.0103,2.34e-05,2.38,1.49e-05,0.0,0.0,108.38,127.16,1.0,2.71,-4.63,4.0,2.17,3.33,0.0,0.0
Z284210298,Cc1noc2ncc(C(=O)N3CCN(C(c4ccc(F)cc4)c4ccc(F)cc4)CC3)cc12,-44.6199,-40.1814,-12.04948,7.3393273354,-6.17,0.0,0.48576037025621843,-24.9873,-40.2009,-30.645,0.8413842916,6.1751947403,0.2031857967,4.03,0.0,3.62,-8.18,0.0,0.00404,0.0,2.98e-06,33.0,-5.05,21.0,3.45,6.65e-09,7.0,0.24,0.55,448.46,0.00225,5.01e-06,4.68,9.02e-06,0.0,0.0,62.47,126.59,2.0,4.06,-5.3,5.0,3.88,4.11,0.0,0.0
Z7566922000,Cc1cccc2cc(C(=O)NC[C@H](NC(=O)c3n[nH]c4ccc(F)cc34)[C@@H]3CCOC3)[nH]c12,-60.1526,-53.4218,-12.44649,7.2298140526,-6.65,4.0,0.4789512006663328,-32.4377,-55.8848,-44.2357,0.9545674324,6.901345253,0.1617618054,3.37,0.0,1.99,-7.93,0.0,0.0018,0.0,5.29e-06,33.0,-5.4,18.0,3.84,1.18e-08,5.0,0.29,0.55,449.48,0.0106,2.37e-05,4.48,4e-06,0.0,0.0,111.9,121.39,2.0,3.13,-4.63,8.0,2.33,3.48,0.0,0.0
Z228962058,Cc1nn(C)c2nc(-c3ccccc3)cc(C(=O)N(C)Cc3nc4ccccc4c(=O)[nH]3)c12,-46.9803,-42.3624,-12.03353,7.3763694763,-6.95,1.0,0.4782895091280704,-31.888,-45.4116,-36.6626,0.8702999949,6.4196543694,0.0281120185,2.85,0.0,2.8,-8.32,0.0,0.0126,0.0,2.08e-06,33.0,-4.54,25.0,3.33,4.74e-09,5.0,0.16,0.55,438.48,0.0114,2.6e-05,3.94,2.88e-05,0.0,0.0,96.77,127.5,1.0,3.24,-4.58,5.0,3.29,3.3,0.0,0.0
Z105383360,C[C@@H](c1nc2ccccc2c(=O)[nH]1)N1CCN(C(c2ccc(F)cc2)c2ccc(F)cc2)CC1,-50.7283,-46.4023,-12.02325,7.5192213058,-6.01,1.0,0.4752573857028476,-27.3297,-45.6481,-34.8653,0.8004832864,6.0190110207,0.0575613901,4.36,0.0,4.39,-8.96,0.0,0.0031,0.0,5.07e-07,34.0,-5.17,22.0,3.71,1.1e-09,6.0,0.26,0.55,460.52,0.00118,2.57e-06,5.6,6.72e-06,0.0,0.0,52.23,136.57,2.0,4.52,-5.59,5.0,4.16,4.1,1.0,1.0
Z279554194,O=C(CN1C(=O)N[C@@]2(CCc3ccccc32)C1=O)N1CCC[C@@H](c2nnc3ccccn23)C1,-42.0234,-40.6764,-12.69222,7.358757019,-7.52,1.0,0.47471206233541186,-9.3103,-40.7806,-34.051,0.8102346063,5.9623193741,0.107082352,2.1,0.0,1.73,-5.49,0.0,0.066,1.0,0.00143,33.0,-3.83,15.0,4.57,3.21e-06,5.0,0.38,0.55,444.49,0.0454,0.000102,1.16,0.000148,0.0,0.0,99.91,130.34,1.0,1.72,-3.99,4.0,3.03,0.58,1.0,0.0
Z5489518404,Cc1cc(C)nc(Nc2ccc(O)c(C(=O)N(C)Cc3nc4ccccc4c(=O)[nH]3)c2)n1,-39.3514,-33.838,-11.56293,7.2789268494,-6.77,3.0,0.473955761778264,-15.1032,-38.8946,-28.3714,0.8246631026,6.0026621819,0.0183079503,3.03,0.0,1.61,-7.75,0.0,0.00215,1.0,7.69e-06,32.0,-5.3,22.0,3.14,1.79e-08,6.0,0.17,0.55,430.46,0.0127,2.95e-05,3.2,4.99e-06,0.0,0.0,124.1,121.84,1.0,2.63,-4.53,6.0,2.39,2.9,0.0,0.0
Z1000944342,C[C@]1(c2cccc(CNC(=O)c3cc(-c4ccc(F)cc4)nc4ccccc34)c2)NC(=O)NC1=O,-47.6366,-45.5548,-12.80473,7.3436646461,-6.57,3.0,0.46905228304216606,-27.7785,-45.9081,-40.3637,0.8126274347,5.9676632881,0.196162805,3.64,0.0,3.09,-10.36,0.0,0.00173,1.0,2.04e-08,35.0,-5.43,22.0,3.56,4.35e-11,5.0,0.11,0.55,468.48,0.00366,7.82e-06,4.84,3.69e-06,0.0,0.0,100.19,136.0,2.0,3.6,-5.11,6.0,3.01,3.42,1.0,0.0
Z8264647099,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCCS1(=O)=O,-45.038,-41.029,-12.22906,7.2944626808,-7.42,1.0,0.466774213100613,-34.7102,-42.1969,-41.9049,0.9735492468,7.101518631,0.0924807787,1.87,0.0,2.34,-6.4,0.0,0.0679,0.0,0.000161,28.0,-3.77,16.0,3.09,4e-07,6.0,0.21,0.55,401.41,0.0867,0.000216,3.21,0.000169,0.0,0.0,108.58,105.24,1.0,2.34,-3.67,4.0,1.3,2.95,0.0,0.0
Z8485030349,CC1(NC(=O)c2n[nH]c3c2CCC3)CN(C(=O)c2c[nH]c(=O)c3ccccc23)C1,-48.6531,-43.1155,-11.85592,7.3640618324,-8.11,3.0,0.4633152561967814,-40.617,-46.1712,-42.1669,0.9695350528,7.1397161484,0.0372184962,0.82,0.0,1.59,-6.21,0.0,0.725,0.0,0.000239,29.0,-2.73,15.0,3.07,6.11e-07,4.0,0.33,0.55,391.42,0.571,0.00146,3.38,0.00185,0.0,0.0,110.95,111.21,1.0,1.71,-2.84,5.0,1.77,1.0,0.0,0.0
